Name_to_use,taxid,otu_count,size_count,lineage,lineage_ranks,lineage_taxids
Cryothecomonas,151025,2,3,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Cryothecomonas,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;543769;136419;1004930;589444;2603934;151025
Cryptosporidium4,5806,2,2,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Cryptosporidiidae;Cryptosporidium;Cryptosporidium4,cellular root;domain;clade;clade;phylum;class;subclass;order;suborder;family;genus;original_name,131567;2759;2698737;33630;5794;1280412;5796;75739;423054;35082;5806;5806
Cyanidioschyzon,45156,2,21,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Cyanidiales;Cyanidiaceae;Cyanidioschyzon,cellular root;domain;phylum;class;order;family;genus,131567;2759;2763;2797;265318;265316;45156
Endo5-lineage_XXX,NA,2,2,Rhizaria;Endo5-lineage_XXX,division;family,NA;NA
Farlowiella,286006,2,4,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetes incertae sedis;Minutisphaerales;Acrogenosporaceae;Acrogenospora,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;no rank;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;159987;1665692;2763240;286006
Glissomonadida_XX,1238681,2,2,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Glissomonadida_XX,cellular root;domain;clade;clade;phylum;order;original_name,131567;2759;2698737;543769;136419;1238681;1238681
Mattesia,238095,2,3,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Neogregarinorida;Lipotrophidae;Mattesia,cellular root;domain;clade;clade;phylum;class;subclass;order;family;genus,131567;2759;2698737;33630;5794;1280412;35086;238088;238089;238095
Mayetiola,39757,2,11,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Nematocera;Bibionomorpha;Sciaroidea;Cecidomyiidae;Cecidomyiinae;Lasiopteridi;Oligotrophini;Mayetiola,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;clade;subclass;infraclass;cohort;order;suborder;infraorder;superfamily;family;subfamily;no rank;tribe;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43784;41830;33406;43793;52721;52722;39757
Micractinium,126838,2,10,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella clade;Micractinium,cellular root;domain;kingdom;phylum;clade;class;order;family;clade;genus,131567;2759;33090;3041;2692248;75966;35460;35461;2511126;126838
Nibbleromonas,3004211,2,9,cellular organisms;Eukaryota;Provora;Nibbleridia;Nibbleridea;Nibbleridida;Nibbleridae;Nibbleromonas,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;3004206;3004207;3004208;3004209;3004210;3004211
Panellus,5635,2,3,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Marasmiineae;Mycenaceae;Panellus,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;subclass;order;suborder;family;genus,131567;2759;33154;4751;451864;5204;5302;155619;452333;5338;2982316;2024004;5635
Paramicrosporidium,1493516,2,8,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Cryptomycota;Cryptomycota incertae sedis;Paramicrosporidium,cellular root;domain;clade;kingdom;no rank;phylum;no rank;genus,131567;2759;33154;4751;112252;1031332;2683658;1493516
Pelobiontida.U.genus,2682475,2,3,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Pelobiontida;Pelobiontida.U.genus,cellular root;domain;clade;phylum;clade;order;original_name,131567;2759;554915;2605435;555406;2682475;2682475
Phryganella,2217852,2,2,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Phryganellina;Phryganellidae;Phryganella,cellular root;domain;clade;phylum;class;order;suborder;family;genus,131567;2759;554915;555369;2681632;318493;318517;2217851;2217852
Raphidocelis,307506,2,2,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Selenastraceae;Raphidocelis,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus,131567;2759;33090;3041;2692248;3166;2812636;35491;35466;307506
Rhizaria.U.genus,543769,2,3,cellular organisms;Eukaryota;Sar;Rhizaria;Rhizaria.U.genus,cellular root;domain;clade;clade;original_name,131567;2759;2698737;543769;543769
Schizosaccharomyces,4895,2,13,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;4890;451866;147554;34346;4894;4895
Scrippsiella,54902,2,7,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Peridiniaceae;Scrippsiella,cellular root;domain;clade;clade;class;order;family;genus,131567;2759;2698737;33630;2864;2910;66803;54902
Sphaerozoum,65589,2,3,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Collodaria;Sphaerozoidae;Sphaerozoum,cellular root;domain;clade;clade;clade;class;order;family;genus,131567;2759;2698737;543769;2662056;65582;1426915;65588;65589
Thaumatomonadida_XX,188944,2,2,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomonadida_XX,cellular root;domain;clade;clade;phylum;class;clade;order;original_name,131567;2759;2698737;543769;136419;1736114;556185;188944;188944
Tubulinea.U.genus,555369,2,2,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Tubulinea.U.genus,cellular root;domain;clade;phylum;original_name,131567;2759;554915;555369;555369
Ankistrodesmus,3108,1,2,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Selenastraceae;Ankistrodesmus,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus,131567;2759;33090;3041;2692248;3166;2812636;35491;35466;3108
Campanella,168241,1,3,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peritrichia;Sessilida;Epistylidae;Campanella,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family;genus,131567;2759;2698737;33630;5878;431838;6020;6021;1974272;155141;168241
Chytridiales_XX,4810,1,5,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytridiales_XX,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;original_name,131567;2759;33154;4751;112252;4761;2683659;451435;4810;4810
Cladophialophora,82105,1,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;Herpotrichiellaceae;Cladophialophora,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;34395;43219;82105
Craniata_XXX,89593 Craniata,1,1,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Craniata_XXX,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum Craniata;original_name,131567;2759;33154;33208;6072;33213;33511;7711;89593;89593 Craniata
Cryomonadida_XX,589444,1,1,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Cryomonadida_XX,cellular root;domain;clade;clade;phylum;class;order;original_name,131567;2759;2698737;543769;136419;1004930;589444;589444
Debaryomyces,4958,1,1,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Serinales;Debaryomycetaceae;Debaryomyces,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147537;3239874;2916678;766764;4958
Echinamoeba,136449,1,2,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Echinamoebida;Echinamoebidae;Echinamoeba,cellular root;domain;clade;phylum;class;family;genus,131567;2759;554915;555369;2681631;136448;136449
Group-Te,NA,1,2,Rhizaria;Group-Te,division;family,NA;NA
Halodaphnea,414971,1,2,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Lagenidiales;Haliphthoraceae;Halodaphnea,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;33634;4762;4800;135471;414971
Heterolepidoderma,78241,1,1,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Gastrotricha;Chaetonotida;Paucitubulatina;Chaetonotidae;Heterolepidoderma,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;order;suborder;family;genus,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;33313;41320;41321;41372;78241
Hyphodiscus,353541,1,1,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Hyphodiscaceae;Hyphodiscus,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147548;5178;2907103;353541
Leptodora,77706,1,7,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Branchiopoda;Phyllopoda;Diplostraca;Cladocera;Haplopoda;Leptodoridae;Leptodora,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;subclass;order;suborder;infraorder;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;6658;116557;84337;6665;116563;77705;77706
Massaria,45312,1,4,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Massariaceae;Massaria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;451868;92860;45311;45312
Massisteria,127226,1,2,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Granofilosea;Massisteriidae;Massisteria,cellular root;domain;clade;clade;phylum;clade;family;genus,131567;2759;2698737;543769;136419;1938466;2802177;127226
Mastigamoebida.U.genus,2682482,1,2,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Mastigamoebida;Mastigamoebida.U.genus,cellular root;domain;clade;phylum;clade;order;original_name,131567;2759;554915;2605435;555406;2682482;2682482
Monoraphidium,34111,1,1,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Selenastraceae;Monoraphidium,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus,131567;2759;33090;3041;2692248;3166;2812636;35491;35466;34111
Nebulomonas,3004453,1,3,cellular organisms;Eukaryota;Provora;Nebulidia;Nebulidea;Nebulidida;Nebulidae;Nebulomonas,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;3004206;3004449;3004450;3004451;3004452;3004453
Oryza,4527,1,29,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;BOP clade;Oryzoideae;Oryzeae;Oryzinae;Oryza,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;subclass;clade;order;family;clade;subfamily;tribe;subtribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527
Piromyces,4821,1,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Piromyces,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;family;genus,131567;2759;33154;4751;112252;4761;2683659;451455;29006;29007;4821
Simocephalus,77650,1,2,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Branchiopoda;Phyllopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Simocephalus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;subclass;order;suborder;infraorder;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;6658;116557;84337;6665;116561;77658;77650
Skeletonema,2842,1,1,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Skeletonemataceae;Skeletonema,cellular root;domain;clade;clade;clade;phylum;class;subclass;order;family;genus,131567;2759;2698737;33634;2696291;2836;33836;33846;33847;33848;2842
Sorghum,4558,1,2,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;PACMAD clade;Panicoideae;Andropogonodae;Andropogoneae;Sorghinae;Sorghum;Sorghum bicolor,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;subclass;clade;order;family;clade;subfamily;no rank;tribe;subtribe;genus;species,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;147370;147369;1648033;147429;1648028;4557;4558
Sphaeropleales_XX,35491,1,2,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Sphaeropleales_XX,cellular root;domain;kingdom;phylum;clade;class;clade;order;original_name,131567;2759;33090;3041;2692248;3166;2812636;35491;35491
Surapoda,1454509,1,2,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eupodina;Eriophyoidea;Eriophyidae;Nothopodinae;Nothopodini;Surapoda,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;subphylum;class;subclass;superorder;order;suborder;clade;superfamily;family;subfamily;tribe;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6933;6946;83136;6947;83139;70332;70320;426502;426513;1454509
Tuckermannopsis,404711,1,5,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Lecanorales;Lecanorineae;Parmeliaceae;Tuckermannopsis,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;clade;subclass;order;suborder;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;404711
Ubysseya,3004335,1,2,cellular organisms;Eukaryota;Provora;Nibbleridia;Nibbleridea;Nibbleridida;Nibbleridae;Ubysseya,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;3004206;3004207;3004208;3004209;3004210;3004335
Zoopagomycota.U.genus,1913638,1,2,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Zoopagomycota.U.genus,cellular root;domain;clade;kingdom;no rank;phylum;original_name,131567;2759;33154;4751;112252;1913638;1913638
