Name_to_use,taxid,otu_count,size_count,lineage,lineage_ranks,lineage_taxids
Taphrina,5010,17,80,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;4890;451866;147555;5008;5009;5010
Taphrinomycotina.U.genus,451866,17,110,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum,131567;2759;33154;4751;451864;4890;451866
Tectonidula,1629392,3,5,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Barbatosphaeriales;Barbatosphaeriaceae;Barbatosphaeria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222544;3402569;2305785;1629392
Teratosphaeria,237584,29,32,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Teratosphaeriaceae;Teratosphaeria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;451867;2726947;668547;237584
Tetrachaetum,253301,12,36,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Discinellaceae;Tetrachaetum,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147548;5178;2794838;253301
Tetramitia_I.U.genus,2601529,200,796,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia,cellular root;domain;clade;phylum;clade,131567;2759;2611352;5752;2601529
Tetramitia_I_XX,278980,58,319,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Nassellaria,cellular root;domain;clade;clade;clade;class;order,131567;2759;2698737;543769;2662056;65582;278980
Thalassiosira,35127,309,6048,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira,cellular root;domain;clade;clade;clade;phylum;class;subclass;order;family;genus,131567;2759;2698737;33634;2696291;2836;33836;33846;33847;29202;35127
Thalassiosirales.U.genus,33847,53,222,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales,cellular root;domain;clade;clade;clade;phylum;class;subclass;order,131567;2759;2698737;33634;2696291;2836;33836;33846;33847
Thamnocephalis,78914,3,4,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Zoopagomycotina;Zoopagomycetes;Zoopagales;Sigmoideomycetaceae;Thamnocephalis,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;112252;1913638;451827;2233521;78899;78905;78914
Thaumatomonadida.U.genus,34479,88,597,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;family,131567;2759;33154;4751;112252;4761;2683659;451435;34478;34479
Thaumatomonadida_XX,188944,2,2,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida,cellular root;domain;clade;clade;phylum;class;clade;order,131567;2759;2698737;543769;136419;1736114;556185;188944
Thaumatomonas,45099,8,9,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomastigidae;Thaumatomonas,cellular root;domain;clade;clade;phylum;class;clade;order;family;genus,131567;2759;2698737;543769;136419;1736114;556185;188944;45098;45099
Theileria1,5873,101,1221,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;33630;5794;422676;5863;27994;5873
Tholomura,2748069,26,77,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Spumellaria;Pyloniidae;Tholomura,cellular root;domain;clade;clade;clade;class;order;family;genus,131567;2759;2698737;543769;2662056;65582;65583;366590;2748069
Tilletiopsis,1500560,8,53,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Entylomatales;Entylomatales incertae sedis;Tilletiopsis,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;order;no rank;genus,131567;2759;33154;4751;451864;5204;452284;452283;62914;162479;1500560
Tobrilus,327476,11,65,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Enoplia;Triplonchida;Tobrilina;Tobriloidea;Tobrilidae;Tobrilus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;subclass;order;suborder;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119088;33218;211184;1337737;2301137;1337729;327476
Tokophrya,2217852,33,176,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Phryganellina;Phryganellidae;Phryganella,cellular root;domain;clade;phylum;class;order;suborder;family;genus,131567;2759;554915;555369;2681632;318493;318517;2217851;2217852
Trachelomonas,96503,470,1572,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Euglenaceae;Trachelomonas,cellular root;domain;clade;phylum;class;clade;subclass;order;family;genus,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131320;96503
Tremellomycetes.U.genus,155616,52,151,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class,131567;2759;33154;4751;451864;5204;5302;155616
Tremellomycetes_X,155616,27,282,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class,131567;2759;33154;4751;451864;5204;5302;155616
Trepomonas,44997,10,23,cellular organisms;Eukaryota;Metamonada;Fornicata;Diplomonadida;Hexamitidae;Hexamitinae;Trepomonas,cellular root;domain;clade;phylum;order;family;subfamily;genus,131567;2759;2611341;207245;5738;5739;68460;44997
Trichocladium,290625,25,579,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Chaetomiaceae;Trichocladium,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222544;5139;35718;290625
Trichosporon,5552,42,252,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;5204;5302;155616;1851469;1759442;5552
Trimitus,306058,47,88,cellular organisms;Eukaryota;Metamonada;Fornicata;Diplomonadida;Hexamitidae;Hexamitinae;Trimitus,cellular root;domain;clade;phylum;order;family;subfamily;genus,131567;2759;2611341;207245;5738;5739;68460;306058
Trochilia,1170543,25,115,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Phyllopharyngia;Dysteriida;Dysteriidae;Trochilia,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family;genus,131567;2759;2698737;33630;5878;431838;37471;238896;238898;238903;1170543
Trypanosoma,5690,85,824,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Trypanosoma,cellular root;domain;clade;phylum;class;subclass;order;family;genus,131567;2759;2611352;33682;5653;2704647;2704949;5654;5690
Tubulinea.U.genus,555369,2,2,cellular organisms;Eukaryota;Amoebozoa;Tubulinea,cellular root;domain;clade;phylum,131567;2759;554915;555369
Tubulinea_X.U.genus,555369,121,492,cellular organisms;Eukaryota;Amoebozoa;Tubulinea,cellular root;domain;clade;phylum,131567;2759;554915;555369
Tubulinea_XXXXX,555369,7,15,cellular organisms;Eukaryota;Amoebozoa;Tubulinea,cellular root;domain;clade;phylum,131567;2759;554915;555369
Tuckermannopsis,404711,1,5,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Lecanorales;Lecanorineae;Parmeliaceae;Tuckermannopsis,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;clade;subclass;order;suborder;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;404711
Turbellaria.U.genus,166384,153,634,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Turbellaria,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;166384
Ubysseya,3004335,1,2,cellular organisms;Eukaryota;Provora;Nibbleridia;Nibbleridea;Nibbleridida;Nibbleridae;Ubysseya,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;3004206;3004207;3004208;3004209;3004210;3004335
Ulva,3118,55,176,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Ulvophyceae;OUU clade;Ulvales;Ulvaceae;Ulva,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus,131567;2759;33090;3041;2692248;33103;2546215;3113;3114;3118
Unclassified_Provorticidae,1311870,21,58,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Rhabdocoela;Dalyellioida;Provorticidae;unclassified Provorticidae,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;order;suborder;family;no rank,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;147100;27901;39220;66749;1311870
Urotricha,457378,38,128,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Prostomatea;Prorodontida;Urotrichidae;Urotricha,cellular root;domain;clade;clade;phylum;subphylum;class;order;family;genus,131567;2759;2698737;33630;5878;431838;6000;6001;457377;457378
Ustanciosporium,307709,69,166,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Cintractiaceae;Ustanciosporium,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;5204;452284;5257;5267;307708;307709
Ustilaginomycotina.U.genus,2849,43,1134,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Naviculales;Phaeodactylaceae;Phaeodactylum,cellular root;domain;clade;clade;clade;phylum;class;clade;order;family;genus,131567;2759;2698737;33634;2696291;2836;33849;33850;38748;38749;2849
Vampyrella,941459,10,18,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Vampyrellida;Vampyrellidae;Vampyrella,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;543769;2604748;1367446;325674;941459
Vampyrellida.U.genus,1367446,315,1110,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Vampyrellida,cellular root;domain;clade;clade;phylum;order,131567;2759;2698737;543769;2604748;1367446
Vannella,95228,56,94,cellular organisms;Eukaryota;Amoebozoa;Discosea;Flabellinia;Vannellidae;Vannella,cellular root;domain;clade;phylum;class;family;genus,131567;2759;554915;555280;1485085;95227;95228
Ventrifissura,1938507,9,9,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Ventricleftida;Ventrifissuridae;Ventrifissura,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;543769;136419;1004930;1938500;1938506;1938507
Venturia,5024,4,4,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Venturiales;Venturiaceae;Venturia,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;451868;1111111;5023;5024
Vorticella,60849,132,1571,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peritrichia;Sessilida;Vorticellidae;Vorticella,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family;genus,131567;2759;2698737;33630;5878;431838;6020;6021;1974272;85904;60849
WIM80-lineage_X,NA,173,656,,,
Xenopus,8353,5,9,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Pipoidea;Pipidae;Xenopodinae;Xenopus,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;class;superorder;order;superfamily;family;subfamily;genus,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;8292;41666;8342;30319;8352;8360;8353
Xiphocephalus,650332,20,39,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Eugregarinorida;Stylocephalidae;Xiphocephalus,cellular root;domain;clade;clade;phylum;class;subclass;order;family;genus,131567;2759;2698737;33630;5794;1280412;35086;35087;650329;650332
Zea,4575,372,6252,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;PACMAD clade;Panicoideae;Andropogonodae;Andropogoneae;Tripsacinae;Zea,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;subclass;clade;order;family;clade;subfamily;no rank;tribe;subtribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;147370;147369;1648033;147429;1648029;4575
Zoopagomycota.U.genus,27901,1,2,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Rhabdocoela,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;order,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;147100;27901
Zoopagomycota_XX.U.genus,1913638,6,25,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota,cellular root;domain;clade;kingdom;no rank;phylum,131567;2759;33154;4751;112252;1913638
Zoopagomycota_XXX,1913638,18,43,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota,cellular root;domain;clade;kingdom;no rank;phylum,131567;2759;33154;4751;112252;1913638
Zymoseptoria,1047167,16,52,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Mycosphaerellaceae;Zymoseptoria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;451867;2726947;93133;1047167
epibiont,NA,6,29,,,
