Name_to_use,taxid,otu_count,size_count,lineage,lineage_ranks,lineage_taxids
Gastrotricha_XX,33313,99,612,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Gastrotricha,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;33313
Glissomonadida.U.family,1238681,21,102,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida,cellular root;domain;clade;clade;phylum;order,131567;2759;2698737;543769;136419;1238681
Glissomonadida_X,1238681,2,2,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida,cellular root;domain;clade;clade;phylum;order,131567;2759;2698737;543769;136419;1238681
Glomerales,36750,236,4813,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order,131567;2759;33154;4751;112252;1913637;214504;214506;36750
Gregarinidae,35088,130,692,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Eugregarinorida;Gregarinidae,cellular root;domain;clade;clade;phylum;class;subclass;order;family,131567;2759;2698737;33630;5794;1280412;35086;35087;35088
Gregarinomorphea.U.family,NA,15,80,,,
Gromiidae,35215,33,56,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Gromiida;Gromiidae,cellular root;domain;clade;clade;phylum;order;family,131567;2759;2698737;543769;2604748;2910923;35215
Gyrista.U.family,NA,833,3060,,,
Haliphthorales,2681632,1,2,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia,cellular root;domain;clade;phylum;class,131567;2759;554915;555369;2681632
Harpellales,61421,60,247,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Kickxellomycotina;Harpellomycetes;Harpellales,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order,131567;2759;33154;4751;112252;1913638;451828;2219693;61421
Hartmannellidae,5776,472,2106,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Euamoebida;Hartmannellidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;554915;555369;2681632;180229;5776
Hartmannulidae,191392,3,6,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Chlorellales;Chlorellaceae;Auxenochlorella,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2759;33090;3041;2692248;75966;35460;35461;191392
Heterolobosea.U.family,5752,896,4751,cellular organisms;Eukaryota;Discoba;Heterolobosea,cellular root;domain;clade;phylum,131567;2759;2611352;5752
Hexamitidae,4863,573,3242,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;112252;1913638;451828;2219690;4861;4862;4863
Ichthyophonida_XX,198625,6,11,cellular organisms;Eukaryota;Opisthokonta;Ichthyosporea;Ichthyophonida,cellular root;domain;clade;class;order,131567;2759;33154;127916;198625
Insecta,50557,3087,19878,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557
Kickxellales,4861,12,40,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order,131567;2759;33154;4751;112252;1913638;451828;2219690;4861
Kinetoplastea.U.family,5653,451,1621,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea,cellular root;domain;clade;phylum;class,131567;2759;2611352;33682;5653
Kinetoplastea_XX,5653,183,428,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea,cellular root;domain;clade;phylum;class,131567;2759;2611352;33682;5653
LKM74-lineage,NA,8,10,,,
LOS7N/I-lineage,NA,60,299,,,
Labyrinthulaceae,35132,62,238,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Labyrinthulomycetes;Labyrinthulida;Labyrinthulaceae,cellular root;domain;clade;clade;class;subclass;order;family,131567;2759;2698737;33634;2683628;35131;2699527;35132
Labyrinthulomycetes.U.family,35131,19,33,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Labyrinthulomycetes,cellular root;domain;clade;clade;class;subclass,131567;2759;2698737;33634;2683628;35131
Lagynidae,1416935,18,66,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Apostomatia;Apostomatida;Pseudocolliniidae,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family,131567;2759;2698737;33630;5878;431838;6020;3158537;524891;1416935
Lecanoromycetes,147547,220,1048,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class,131567;2759;33154;4751;451864;4890;716545;147538;716546;147547
Leotiomycetes,147548,374,2629,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147548
Lepidosauria,8504,4,42,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;clade;clade;clade;class,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;8457;32561;8504
Leptomyxidae,66525,5,6,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Leptomyxida;Leptomyxidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;554915;555369;2681632;66524;66525
Limnofilidae,1938435,4,6,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Limnofilidae,cellular root;domain;clade;clade;phylum;family,131567;2759;2698737;543769;136419;1938435
Lipomycetaceae,29827,3,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Lipomycetes;Lipomycetales;Lipomycetaceae,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order;family,131567;2759;33154;4751;451864;4890;716545;147537;3243770;3243773;29827
MAST-12,78690,15,27,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;Asparagales;Orchidaceae;Epidendroideae;Cymbidieae;Stanhopeinae;Acineta,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;subclass;order;family;subfamily;tribe;subtribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;73496;4747;158332;158391;158420;78690
MAST-3,163659,3,7,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Suctoria;Evaginogenida,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order,131567;2759;2698737;33630;5878;431838;37471;39462;163659
Mammalia,40674,257,852,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;clade;class,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674
Mariager-Fjord-lineage,NA,50,198,,,
Massiteriidae,NA,1,2,,,
Mastigamoebida.U.family,2682482,1,2,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Mastigamoebida,cellular root;domain;clade;phylum;clade;order,131567;2759;554915;2605435;555406;2682482
Mastigamoebidae,174815,1609,10879,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Mastigamoebida;Mastigamoebidae,cellular root;domain;clade;phylum;clade;order;family,131567;2759;554915;2605435;555406;2682482;174815
Mataza-lineage,1004929,4,5,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Thecofilosea incertae sedis;Mataza,cellular root;domain;clade;clade;phylum;class;no rank;genus,131567;2759;2698737;543769;136419;1004930;2927581;1004929
Maxillopoda,NA,290,3923,,,
Mb5C-lineage,NA,46,111,,,
Merostomata,1078833,36,122,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Phryganellina;Cryptodifflugiidae;Cryptodifflugia,cellular root;domain;clade;phylum;class;order;suborder;family;genus,131567;2759;554915;555369;2681632;318493;318517;1078832;1078833
Metazoa.U.family,33208,4480,25091,cellular organisms;Eukaryota;Opisthokonta;Metazoa,cellular root;domain;clade;kingdom,131567;2759;33154;33208
Microsporida_X,6029,11,21,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Microsporidia,cellular root;domain;clade;kingdom;no rank;phylum,131567;2759;33154;4751;112252;6029
Mollusca.U.family,6447,353,2354,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447
Monothalamids_X.U.family,1505960,507,2233,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Monothalamids,cellular root;domain;clade;clade;clade;phylum;clade,131567;2759;2698737;543769;2662056;29178;1505960
Monothalamids_XX,1505960,92,231,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Monothalamids,cellular root;domain;clade;clade;clade;phylum;clade,131567;2759;2698737;543769;2662056;29178;1505960
Mortierellaceae_X,4854,6,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierellaceae,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order;family,131567;2759;33154;4751;112252;1913637;1137986;2212732;214503;4854
Mucoromycotina.U.family,451507,57,363,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina,cellular root;domain;clade;kingdom;no rank;phylum;subphylum,131567;2759;33154;4751;112252;1913637;451507
Mucoromycotina_X,451507,75,977,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina,cellular root;domain;clade;kingdom;no rank;phylum;subphylum,131567;2759;33154;4751;112252;1913637;451507
NC12A-lineage,NA,22,45,,,
NC12B-lineage,NA,3,11,,,
NPK2-lineage,NA,48,137,,,
Nassellaria.U.family,278980,209,918,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Nassellaria,cellular root;domain;clade;clade;clade;class;order,131567;2759;2698737;543769;2662056;65582;278980
Nebulidae,1938521,1,3,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Protaspa,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;543769;136419;1004930;589444;2603934;1938521
Nematoda.U.family,65582,1163,5960,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea,cellular root;domain;clade;clade;clade;class,131567;2759;2698737;543769;2662056;65582
Neobodonida.U.family,2704648,221,929,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida,cellular root;domain;clade;phylum;class;subclass;order,131567;2759;2611352;33682;5653;2704647;2704648
Neobodonidae,NA,43,74,,,
Neocallimastigaceae,29007,10,79,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;family,131567;2759;33154;4751;112252;4761;2683659;451455;29006;29007
Neocallimastigomycota_XX,451455,54,78,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Neocallimastigomycetes,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class,131567;2759;33154;4751;112252;4761;2683659;451455
Neogregarinorida.U.family,238088,5,9,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Neogregarinorida,cellular root;domain;clade;clade;phylum;class;subclass;order,131567;2759;2698737;33630;5794;1280412;35086;238088
Neovahlkampfiidae,2602010,211,780,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Neovahlkampfiidae,cellular root;domain;clade;phylum;clade;family,131567;2759;2611352;5752;2601529;2602010
Nibbleridae,3004210,3,11,cellular organisms;Eukaryota;Provora;Nibbleridia;Nibbleridea;Nibbleridida;Nibbleridae,cellular root;domain;clade;phylum;class;order;family,131567;2759;3004206;3004207;3004208;3004209;3004210
Nolandellidae,NA,142,405,,,
Novel-Clade-4,NA,5,6,,,
Novel-Gran-6,NA,42,142,,,
Novel-clade-10_X,NA,38,48,,,
Nucleariidae_Nuclearia_2,154966,11,30,cellular organisms;Eukaryota;Opisthokonta;Rotosphaerida;Nucleariidae,cellular root;domain;clade;order;family,131567;2759;33154;2686024;154966
Nucleohelea,NA,5,14,,,
OLIGO2,NA,13,158,,,
OLIGO5_X,NA,4,4,,,
Ochromonadaceae,88165,12,14,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Synurophyceae;Ochromonadales;Ochromonadaceae,cellular root;domain;clade;clade;clade;class;order;family,131567;2759;2698737;33634;2696291;33859;98652;88165
Oligohymenophorea.U.family,6020,339,1781,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea,cellular root;domain;clade;clade;phylum;subphylum;class,131567;2759;2698737;33630;5878;431838;6020
Opalozoa.U.family,2683629,218,1086,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa,cellular root;domain;clade;clade;class;clade,131567;2759;2698737;33634;2683628;2683629
Ophryoglenida,NA,19,444,,,
Opisthokonta.U.family,33154,687,3638,cellular organisms;Eukaryota;Opisthokonta,cellular root;domain;clade,131567;2759;33154
Ostreoida,6562,13,29,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Pteriomorphia;Ostreida,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;clade;order,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6544;2785011;6545;6562
Oxytrichidae,5706,800,7715,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Phytomonas,cellular root;domain;clade;phylum;class;subclass;order;family;genus,131567;2759;2611352;33682;5653;2704647;2704949;5654;5706
Paracercomonadidae,NA,4,4,,,
Paradinida_X,NA,4,5,,,
Paradinidae,NA,27,43,,,
Parameciidae,340080,65,547,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peniculida;Parameciidae,cellular root;domain;clade;clade;phylum;subphylum;class;order;family,131567;2759;2698737;33630;5878;431838;6020;33825;340080
Paramoebidae,200887,54,81,cellular organisms;Eukaryota;Amoebozoa;Discosea;Flabellinia;Dactylopodida;Paramoebidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;554915;555280;1485085;555392;200887
Paulinellidae,39715,17,24,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Paulinellidae,cellular root;domain;clade;clade;phylum;class;clade;order;family,131567;2759;2698737;543769;136419;1736114;556185;178369;39715
Pelagomonadaceae,2027450,36,182,cellular organisms;Eukaryota;Hemimastigophora;Spironemidae;Hemimastix,cellular root;domain;phylum;family;genus,131567;2759;2489521;2027449;2027450
Pelobiontida.U.family,2682475,2,3,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Pelobiontida,cellular root;domain;clade;phylum;clade;order,131567;2759;554915;2605435;555406;2682475
Pelobiontida_X,2682475,34,67,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Pelobiontida,cellular root;domain;clade;phylum;clade;order,131567;2759;554915;2605435;555406;2682475
Peritrichia_2.U.family,6021,53,322,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peritrichia,cellular root;domain;clade;clade;phylum;subphylum;class;subclass,131567;2759;2698737;33630;5878;431838;6020;6021
Perkinsida_X.U.family,27998,29,74,cellular organisms;Eukaryota;Sar;Alveolata;Perkinsozoa;Perkinsea;Perkinsida,cellular root;domain;clade;clade;phylum;clade;order,131567;2759;2698737;33630;2497438;27997;27998
Perkinsida_XX,27998,221,1396,cellular organisms;Eukaryota;Sar;Alveolata;Perkinsozoa;Perkinsea;Perkinsida,cellular root;domain;clade;clade;phylum;clade;order,131567;2759;2698737;33630;2497438;27997;27998
Peronosporales,4776,373,2022,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales,cellular root;domain;clade;clade;phylum;order,131567;2759;2698737;33634;4762;4776
Peronosporomycetes_X.U.family,NA,44,130,,,
Petalomonadida.U.family,29007,422,1103,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;family,131567;2759;33154;4751;112252;4761;2683659;451455;29006;29007
Pezizomycotina.U.family,147538,987,5074,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum,131567;2759;33154;4751;451864;4890;716545;147538
Phaeodactylaceae,38749,15,37,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Naviculales;Phaeodactylaceae,cellular root;domain;clade;clade;clade;phylum;class;clade;order;family,131567;2759;2698737;33634;2696291;2836;33849;33850;38748;38749
Phaeophyceae_XX,2870,77,666,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Phaeophyceae,cellular root;domain;clade;clade;clade;clade;class,131567;2759;2698737;33634;2696291;569578;2870
Phryganellina,3166,62,148,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae,cellular root;domain;kingdom;phylum;clade;class,131567;2759;33090;3041;2692248;3166
Phyllopharyngea.U.family,451507,186,686,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina,cellular root;domain;clade;kingdom;no rank;phylum;subphylum,131567;2759;33154;4751;112252;1913637;451507
Picomonadidae,1315717,51,366,cellular organisms;Eukaryota;Eukaryota incertae sedis;Picozoa;Picomonadea;Picomonadida;Picomonadidae,cellular root;domain;no rank;phylum;class;order;family,131567;2759;2683617;419944;1315720;1315716;1315717
Plasmodiidae,1639119,103,612,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae,cellular root;domain;clade;clade;phylum;class;order;family,131567;2759;2698737;33630;5794;422676;5819;1639119
Platyhelminthes.U.family,6157,851,2920,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157
Polychytriales_X,1134056,5,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Polychytriales,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order,131567;2759;33154;4751;112252;4761;2683659;451435;1134056
Polycystinea.U.family,65582,391,4253,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea,cellular root;domain;clade;clade;clade;class,131567;2759;2698737;543769;2662056;65582
Prolecithophora,79788,12,25,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Prolecithophora,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;order,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;147100;79788
Protaspa-lineage,1913638,48,92,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota,cellular root;domain;clade;kingdom;no rank;phylum,131567;2759;33154;4751;112252;1913638
Psalteriomonadidae,1129782,108,544,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Psalteriomonadidae,cellular root;domain;clade;phylum;clade;clade;family,131567;2759;2611352;5752;2601529;2601530;1129782
Pseudocolliniidae,1131320,40,96,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Euglenaceae,cellular root;domain;clade;phylum;class;clade;subclass;order;family,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131320
Pterocystida_XX,2607628,10,24,cellular organisms;Eukaryota;Haptista;Centroplasthelida;Pterocystida,cellular root;domain;clade;class;order,131567;2759;2608109;193537;2607628
Radiolaria.U.family,65574,272,1717,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Acantharea,cellular root;domain;clade;clade;clade;class,131567;2759;2698737;543769;2662056;65574
Reophacidae,1482317,10,34,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Lituolida;Reophacidae,cellular root;domain;clade;clade;clade;phylum;order;family,131567;2759;2698737;543769;2662056;29178;998816;1482317
Rhabdocoela,27901,21,58,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Rhabdocoela,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;order,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;147100;27901
Rhabdomonadales,86649,26,100,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Aphagea;Rhabdomonadales,cellular root;domain;clade;phylum;class;clade;clade;order,131567;2759;2611352;33682;3035;2570567;2704112;86649
Rhizaria.U.family,543769,2,3,cellular organisms;Eukaryota;Sar;Rhizaria,cellular root;domain;clade;clade,131567;2759;2698737;543769
Rhizophydiaceae,451449,3,45,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;family,131567;2759;33154;4751;112252;4761;2683659;451435;451442;451449
Rhizophydiales.U.family,451442,29,107,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order,131567;2759;33154;4751;112252;4761;2683659;451435;451442
Rhizophydiales_X,451442,157,593,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order,131567;2759;33154;4751;112252;4761;2683659;451435;451442
Rhogostoma-lineage,981201,134,853,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;Rhogostoma,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;543769;136419;1004930;589444;2004844;981201
Rhynchomonadidae,2728145,4,14,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae,cellular root;domain;clade;phylum;class;subclass;order;family,131567;2759;2611352;33682;5653;2704647;2704648;2728145
Rigifilida_XXXX,1237875,79,246,cellular organisms;Eukaryota;CRuMs;Rigifilida,cellular root;domain;clade;order,131567;2759;2608240;1237875
Rotifera_XX,126838,135,1684,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella clade;Micractinium,cellular root;domain;kingdom;phylum;clade;class;order;family;clade;genus,131567;2759;33090;3041;2692248;75966;35460;35461;2511126;126838
Rozellomycota_XX,1031332,268,757,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Cryptomycota,cellular root;domain;clade;kingdom;no rank;phylum,131567;2759;33154;4751;112252;1031332
Saccharomycetales,4892,233,2434,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order,131567;2759;33154;4751;451864;4890;716545;147537;4891;4892
Saccharomycotina.U.family,318543,259,3098,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Difflugina;Plagiopyxidae;Bullinularia,cellular root;domain;clade;phylum;class;order;suborder;family;genus,131567;2759;554915;555369;2681632;318493;2681634;318542;318543
Saccharomycotina_X,3004452,46,237,cellular organisms;Eukaryota;Provora;Nebulidia;Nebulidea;Nebulidida;Nebulidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;3004206;3004449;3004450;3004451;3004452
Salpingoecidae_Group_C1,81529,148,357,cellular organisms;Eukaryota;Opisthokonta;Choanoflagellata;Craspedida;Salpingoecidae,cellular root;domain;clade;class;order;family,131567;2759;33154;28009;1924738;81529
Sandonidae,2586441,645,3733,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Sandonidae,cellular root;domain;clade;clade;phylum;order;family,131567;2759;2698737;543769;136419;1238681;2586441
Saprolegniales,4763,5,126,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniales,cellular root;domain;clade;clade;phylum;order,131567;2759;2698737;33634;4762;4763
Sarcocystidae,5809,76,608,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Sarcocystidae,cellular root;domain;clade;clade;phylum;class;subclass;order;suborder;family,131567;2759;2698737;33630;5794;1280412;5796;75739;423054;5809
